番号,section,単語,意味
575,section6,condemn,～を非難する；～に有罪判決を下す
576,section6,reluctant,気が進まない；しぶしぶの
577,section6,disgust,嫌悪
578,section6,frustration,挫折；フラストレーション、欲求不満
579,section6,sensation,大評判、物議；感覚
580,section6,emotion,感情、感動
581,section6,apathy,無感動、無関心；冷淡
582,section6,antipathy,反感；嫌悪（感）
583,section6,sympathy,同情、思いやり；共感、支援
584,section6,participate,参加する；関わる；加わる
585,section6,obey,～に従う、（規則など）を守る
586,section6,relative,相対的な；比較上の；～に関連した、適切な；相互の
587,section6,relate,～を関連づける；～を物語る
588,section6,patriotic,愛国的な
589,section6,share,～を共有する；～を分ける；～を（人に）話す
590,section6,spare,～をなしですませる；～を取っておく；～を節約する；～をさく
591,section6,tune,曲；調和、一致；気分、機嫌
592,section6,alert,注意/警戒を怠らない；機敏な、敏捷（びんしょう）な
593,section6,wonder,～かなと思う；～ということに驚く
594,section6,endure,～に耐える、～を我慢する
595,section6,relief,（苦痛などからの）解放；（苦痛などの後の）安堵；救援（物資）
596,section6,passion,情熱、熱中、激情、愛情
597,section6,impress,～に強い印象を与える；～を感動させる
598,section6,tiresome,退屈な；骨の折れる、厄介な
599,section6,tease,～をからかう、～をいじめる；～をじらす
600,section6,tremble,震える；心配する
601,section7,uneasy,不安な、落ち着かない
602,section7,startle,～をびっくりさせる、～を飛び上がらせる
603,section7,desperate,自暴自棄の、絶望的な；欲しくてたまらない、（～したくて）たまらない
604,section7,sentiment,感傷；心情；意見
605,section7,attitude,姿勢；態度；意見、考え方
606,section7,confidence,信頼；自信、確信；秘密
607,section7,smart,頭が良い；身なりがきちんとした
608,section7,talkative,おしゃべりな、話好きな
609,section7,vigorous,元気な；力強い、激しい
610,section7,enthusiastic,熱狂的な、熱心な
611,section7,liberal,自由主義の；気前のよい；寛大な
612,section7,weep,すすり泣く、しくしく泣く；嘆く
613,section7,upset,～の心を乱す；～の調子を狂わせる；～をひっくり返す；～をだめにする
614,section7,despair,絶望
615,section7,concentrate,～を集中する；～を（...に）集中させる
616,section7,chart,図表；図
617,section7,assimilate,～を同化する；～を吸収する；～を自分のものにする
618,section7,assemble,～を集める；～を組み立てる
619,section7,embrace,～を抱きしめる；～を含む；～に応じる
620,section7,devoid,欠けた
621,section7,reverse,逆の；裏の
622,section7,pledge,～を誓う
623,section7,plead,嘆願する; 申し立てる
624,section7,oral,口頭の、口述の；口の
625,section7,confess,～を告白する
626,section7,colloquial,口語の
627,section7,swear,～を誓う；～だと断言する
628,section7,slang,俗語
629,section7,roar,吠える、わめく；とどろく、鳴り響く；大笑いする
630,section7,dialog,対話、会話
631,section7,dialect,方言、地方語
632,section7,chuckle,くすくす笑う
633,section7,assert,～を断言する；（～である）と主張する；～を行使する
634,section7,thrust,～を突き刺す；～を押し付ける；～を突き出す
635,section7,bondage,（行動の自由の）束縛；捕らわれの身
636,section7,scope,範囲；余地、自由
637,section7,dictate,（文書など）を［...に］書きとらせる；～を命令する
638,section7,yell,大声を出す、叫ぶ；エールを送る
639,section7,render,～を（...に）する；（...に）～を与える；～を表現する
640,section7,testify,～を証言する
641,section7,recite,～を（聴衆の前で）朗読する、～を暗唱する；～を詳細に話す
642,section7,verse,韻文；詩（の一行）；聖書の節（章を細分化した単位）
643,section7,premise,前提、仮定
644,section7,preface,序文；前置き
645,section7,eloquent,雄弁な、説得力のある
646,section7,locate,～の所在地を見つける；～の場所を定める
647,section7,mingle,～を混ぜる
648,section7,outer,外の～；客観的な
649,section7,penetrate,～を貫く；～にしみ込む、広がる；～を見抜く、理解する；～に入り込む
650,section7,underlie,～の下にある；～の基礎となる、～の背後にある
651,section7,sore,痛い；悲しんだ、怒った
652,section7,plunge,～を突っ込む；～を（・・・に）追い込む、陥れる
653,section7,yearn,あこがれる；切望する；同情する
654,section7,lament,～を嘆き悲しむ
655,section7,depress,～を落胆させる；～を押し下げる；～を憂鬱にさせる
656,section7,resent,～に憤慨する；～をひどく嫌う
657,section7,deplore,～を嘆く
658,section7,shudder,身震いする、ぞっとする
659,section7,zeal,熱意、熱中
660,section7,outrage,暴力; 激怒
661,section7,whim,気まぐれの思いつき、でき心
662,section7,staff,杖、棒；（集合的に）社員、職員、スタッフ
663,section7,relevant,関連がある；適切な
664,section7,emancipate,～を解放する
665,section7,queue,列
666,section7,indulge,～を甘やかす、～を満足させる、～にどんどん与える、～にふける
667,section7,shed,（涙・血など）を流す；（葉など）を落とす；（光など）を投げかける
668,section7,scared,おびえた；びっくりした
669,section7,blush,（恥ずかしさなどで）顔を赤らめる
670,section7,patron,（芸術などの）後援者；パトロン；常連客
671,section7,obsess,（考えなどが）～にとりつく
672,section7,proclaim,～を宣言する；～を（...だとはっきり）示す
673,section7,satire,風刺、皮肉
674,section7,mutter,つぶやく；ぶつぶつ不平を言う
675,section7,denote,～を意味する
676,section7,caricature,風刺画［文］；戯画；下手なまねごと
677,section7,hemisphere,半球
678,section7,subordinate,下位の；補助的な；従属する
679,section7,frown,しかめ面をする、眉をひそめる
680,section7,irony,皮肉、予想に反する結末
681,section7,melancholy,憂うつ；哀愁
682,section7,layer,（積み重ねたものの）層；地層
683,section7,specimen,見本、標本
684,section7,haughty,高慢な
685,section7,impudent,ずうずうしい
686,section7,pretend,～のふりをする、（～ということ）を装う
687,section7,temperament,気質、気性
688,section7,ancestor,先祖、祖先
689,section7,territory,領土、領域
690,section7,pity,哀れみ 、同情；残念なこと、遺憾なこと
691,section7,temper,気質、気分；かんしゃく；平静な気分、落ち着き
692,section7,blame,～を非難する；～に責任を負わせる；～を責める；～を（...の）せいにする
693,section7,anxious,心配して；切望して
694,section7,regret,～を後悔する、～を残念に思う
695,section7,ashamed,恥ずかしがって、恥じている
696,section7,touch,～を感動させる；～に触れる；～を扱う；～に影響を与える
697,section7,ardent,激しい；熱心な
698,section7,coward,臆病者
699,section7,humble,謙遜した；卑しい；質素な
700,section7,modest,謙虚な；（要求などが）控えめな；質素な、まあまあの
701,section8,pacific,（the P～）太平洋
702,section8,stubborn,頑固な；（行動が）断固とした、不屈の
703,section8,identify,～が誰［何］であるかが分かる、～を同一のものとみなす；～を特定のもの［人］と確認する
704,section8,feature,特徴、特色；顔立ち；目玉商品
705,section8,wise,賢い、分別のある
706,section8,clever,賢い；利口な；うまい；巧妙な
707,section8,addict,中毒患者、（麻薬などの）常用者；愛好者
708,section8,courteous,礼儀正しい
709,section8,innate,生まれつきの
710,section8,naughty,（子供が）いたずらな、わんぱくな；邪悪な
711,section8,brutal,野蛮な；残酷な；残忍な；理性のない
712,section8,conceit,うぬぼれ
713,section8,discreet,思慮分別のある；目立たない
714,section8,integrity,高潔さ、誠実さ；統一された状態
715,section8,naive,世間知らずの；うぶな；単純な、だまされやすい
716,section8,amiable,愛想のよい
717,section8,temperate,節度のある、温和な
718,section8,shrewd,抜け目のない；（洞察などが）鋭い
719,section8,diligent,勤勉な
720,section8,unique,唯一の、特有の；類のない
721,section8,gentle,（性質などが）優しい、穏やかな
722,section8,habit,習慣、癖
723,section8,will,意志；遺書
724,section8,idle,仕事をしていない、怠惰な
725,section8,innocent,無邪気な；無罪の；悪気のない
726,section8,lazy,怠惰な；無精な
727,section8,willing,喜んで～する、快く～する；～するのをいとわない
728,section8,patient,忍耐強い；我慢強い
729,section8,wisdom,知恵、賢さ；金言、名言；学問、博識
730,section8,nature,性質、本性；自然；種類
731,section8,stupid,愚かな、ばかな、ばかげた
732,section8,noble,気高い、高潔な；貴族の、高貴な
733,section8,sincere,誠実な、心からの
734,section8,nervous,神経の；神経質な、臆病な、あがった、緊張した
735,section8,dumb,口がきけない ；おろかな
736,section8,aggressive,攻撃的な、けんか腰の；積極的な
737,section8,timid,臆病な、内気な
738,section8,trait,特色；～気味
739,section8,shortcoming,（～sで）欠点、短所
740,section8,vanity,虚栄心、うぬぼれ
741,section8,indignant,憤慨した
742,section8,bewilder,～を当惑させる；～をうろたえさせる
743,section8,rage,激怒；熱望；流行のもの
744,section8,mourn,（死や不幸を）悲しむ、嘆く
745,section8,fury,激しい怒り；（風雨などの）激しさ
746,section8,astonish,～を驚かす
747,section8,astound,～をびっくり仰天させる
748,section8,aspire,（～することを）切望する；熱望する、求める
749,section8,apprehension,気がかり、心配；理解
750,section8,mischievous,いたずらな；有害な
751,section8,arrogant,横柄な、尊大な、傲慢な
752,section8,courage,勇気
753,section8,shy,内気な、恥ずかしがりの
754,section8,personality,個性、性格、人格；独特の雰囲気；有名人
755,section8,serious,本気の、まじめな；重大な、深刻な
756,section8,character,性格、個性、特徴；登場人物；人格；文字
757,section8,polite,礼儀正しい、丁寧な；上品な、上流の
758,section8,selfish,利己的な、わがままな、自分勝手な
759,section8,proud,誇りを持って；（～を）誇って；（～を）自慢して
760,section8,sound,（～に）思われる；（～に）聞こえる；（鐘などが）鳴る
761,section8,general,世間一般の、一般的な；全体的な；大まかな
762,section8,intense,強烈な、非常に強い、激しい
763,section8,quantity,量
764,section8,enormous,（形・程度などが）巨大な、莫大な
765,section8,multitude,多数；（the～（s）で）大衆
766,section8,expand,～を広げる、～を膨張させる
767,section8,abound,豊富である；（場所などが）いっぱいである、（～で）満ちている
768,section8,ample,たっぷりある、広大な
769,section8,approximate,おおよその、近似の
770,section8,score,得点；成績；20
771,section8,supreme,（地位・性質などが）最高の；この上ない、究極の
772,section8,trivial,ささいな、取るに足りない、ありふれた
773,section8,acute,鋭い；深刻な；（痛みなどが）激しい；急性の
774,section8,network,網状のもの；張り巡らされたもの；放送網；ネットワーク
775,section8,feudal,封建制の
776,section8,attorney,弁護士
777,section8,board,板；会議；委員会；重役
778,section8,candidate,候補者；志願者；立候補者
779,section8,trial,試み、試験；裁判；試練、苦労
780,section8,strategy,戦略、計画、方策
781,section8,parliament,議会、国会；（P～で）英国議会
782,section8,layman,（専門家に対して）しろうと；（聖職者に対して）平信徒
783,section8,treaty,条約；交渉、約束
784,section8,arm,腕；（～ｓで）武器
785,section8,branch,（一般に）枝；支店；部門 =division、 section
786,section8,elect,～を選ぶ、～を選挙で選ぶ
787,section8,function,機能、役割、働き；（公式な）式典、会合
788,section8,govern,～を治める；～を支配する；～を左右する；～を抑制する
789,section8,jail,刑務所；留置場；拘置所
790,section8,official,公の、公式の；公務（上）の、お役所風の
791,section8,personnel,（集合的に）社員；人事部
792,section8,power,力、能力；権力；強国；（電気などの）エネルギー；体力、知力、精神力
793,section8,social,社交的な；社会の、社会に関する、社会的な、社会生活を営む
794,section8,word,短い会話；約束；単語、言葉；知らせ、消息
795,section8,empire,帝国；大企業
796,section8,institution,施設；（公共）機関、団体；制度、慣習
797,section8,legal,合法的な；法律の；法的な
798,section8,penalty,罰金；刑罰
799,section8,revolution,革命、（思想などの）大変革；回転
800,section8,royal,王室の、王の；王立の；風格のある
801,section9,spectator,観客、見物人
802,section9,statistics,［複数扱い］統計（の数字）；［単数扱い］統計学
803,section9,system,装置、システム；制度、組織；体系；方法、学説、手順；体
804,section9,troop,（移動する）群れ、一団；（～ｓ）軍隊、騎兵隊
805,section9,vote,投票、票；選挙権；決議、決定
806,section9,specialize,専門にする、専攻する
807,section9,anarchy,無秩序
808,section9,diversity,相違、多様性
809,section9,bribe,賄賂
810,section9,bureaucrat,官僚
811,section9,census,国勢［ 市勢］ 調査；（主に人口の）一斉調査
812,section9,committee,委員会
813,section9,conservative,保守的な、控えめな
814,section9,despotic,専制的な
815,section9,superpower,超大国；強大な力
816,section9,accordingly,それに応じて、それ相応に；したがって
817,section9,factor,要因、要素
818,section9,explain,～を説明する
819,section9,define,～を定義する、～を明確に定める
820,section9,convince,～を納得させる；～を確信させる
821,section9,logical,論理的な、筋が通った；論理学（上）の
822,section9,result,結果、（試験などの）成績
823,section9,prove,～を証明する；～を試す
824,section9,nevertheless,それにもかかわらず、それでもやはり
825,section9,actually,実際に、（意外だが）実は、本当は
826,section9,analysis,分析；解明
827,section9,prestige,名声；威信
828,section9,order,順序、等級；秩序、治安；命令；注文（品）；整理；正常、順調
829,section9,lawyer,弁護士
830,section9,investigate,～を調査する
831,section9,infer,～を推論する
832,section9,consequence,結果；重要性
833,section9,conclude,（～である）と結論を下す；～を終える；～（発言など）を締めくくる；～（契約など）を締結する
834,section9,inspect,～を検査する；～を調査する
835,section9,eventually,結局は、ついに
836,section9,examine,～を調べる；～に試験をする
837,section9,bunch,束；集団、群れ
838,section9,chairperson,議長；（会社などの）会長
839,section9,snob,俗物；上流気取りの嫌な人
840,section9,colleague,（仕事の）同僚
841,section9,reign,統治、支配；君臨、治世
842,section9,warfare,戦争状態、武力衝突；闘争
843,section9,senator,上院議員
844,section9,communist,共産主義者
845,section9,summon,～を呼び出す、～を召集する
846,section9,lure,魅力；おとり
847,section9,welfare,幸福、繁栄、福祉；生活保護
848,section9,crime,（刑法上の）犯罪
849,section9,prison,刑務所；拘置所
850,section9,famous,有名な
851,section9,public,公の；公開の；公的な
852,section9,state,状態；国家、州；威厳；地位、身分
853,section9,political,政治の、政治的な、政治に関する
854,section9,work,（不可算）仕事、労働；勉強、研究；職業、職場；（可算。通常～s）作品
855,section9,agree,同意する、意見が一致する、賛成する；体質に合う
856,section9,cause,原因；主義主張；理由；大義名分、目的
857,section9,insist,～と主張する、～と言い張る；～を要求する
858,section9,congress,（C～）（米国の）議会；国会；大会
859,section9,illegal,不法な、違法な
860,section9,statesman,政治家
861,section9,nursery,託児所、保育園、子供部屋；園芸店、養殖場
862,section9,prejudice,偏見；先入観
863,section9,substitute,～を代わりに用いる、～を代用する
864,section9,vocation,職業、天職；召命
865,section9,facility,施設、設備；容易さ；才能
866,section9,authority,権威、（...する）権限；権威者；当局；大家
867,section9,diplomacy,外交；駆け引き
868,section9,expert,専門家、熟達者
869,section9,notwithstanding,それにもかかわらず
870,section9,deduce,～を演えきする、（推理により結論）に達する
871,section9,paradox,逆説；パラドックス；矛盾；矛盾しているようにみえること
872,section9,criterion,（判断の）基準
873,section9,administration,管理、経営、運営；行政、政府、政権
874,section9,cabinet,（通例、the C～）内閣；飾り戸棚、キャビネット
875,section9,dictator,独裁者
876,section9,riot,暴動
877,section9,sovereign,君主、主権者
878,section9,municipal,地方自治体の；市町（営）の
879,section9,baggage,手荷物；旅行荷物；（集合的に）（旅行時の）荷物
880,section9,strength,力、強さ（のもと）
881,section9,bomb,爆弾；大失敗
882,section9,instrument,道具、器具；楽器
883,section9,business,（自分自身に関する）事柄、こと；商売、事業；仕事、業務
884,section9,case,実情；場合；事例；症例；症状；事件；事実；訴訟；容器
885,section9,diet,（減量のための）食事制限、日常の食事；（the D～）国会
886,section9,instance,例、実例；場合
887,section9,line,職業；方針；短い手紙；線；列；（文の）行
888,section9,VCR,ビデオデッキ（video cassete recorder の略）
889,section9,shelf,棚
890,section9,adequate,十分な、（ある目的のために）適切な
891,section9,appropriate,適切な、ふさわしい
892,section9,dense,（人が）密集した、密度の高い；濃い
893,section9,drastic,徹底的な、思い切った、猛烈な、抜本的な
894,section9,extravagant,仰々しい；金遣いの荒い、ぜいたくな
895,section9,fertile,肥沃な；創造力豊かな；（動植物が）生殖力のある、多産な
896,section9,flat,単調な；そっけない；平らな；断固とした；均一の
897,section9,infinite,無限の
898,section9,thorough,徹底的な、完全な；全くの；几帳面な
899,section9,terrific,すばらしい；（量・程度が）ものすごい；恐ろしい
900,section9,painstaking,骨の折れる、つらい；念入りな、丹精こめた
901,section10,pulse,脈拍
902,section10,cosmos,（the～で）宇宙；秩序；（植物）コスモス
903,section10,muddy,泥の；濁った
904,section10,particle,粒子；小さな粒
905,section10,volcano,火山
906,section10,thread,糸；（話などの）筋、続き
907,section10,scissors,はさみ
908,section10,apparatus,装置、器具
909,section10,undue,過度の；不当な；支払期限が来ていない
910,section10,proficient,熟達した、堪能な
911,section10,dessert,（食後の）デザート
912,section10,contain,～を中に入れている、～を収容する；～を抑える
913,section10,feed,～にえさ［食べ物］を与える
914,section10,incident,出来事、事件
915,section10,bough,大枝.
916,section10,material,材料、原料、資料、生地
917,section10,matter,物質、物体；問題、事；困難；事情；重大さ
918,section10,rate,割合、速度；料金
919,section10,well-known,よく知られている
920,section10,very,まさにその［この］、全くの
921,section10,unit,単位
922,section10,tough,かたい；丈夫な；難しい、困難な；不幸な
923,section10,urge,～を駆り立てる ～に（・・・するよう）説得する ～を推進する、 衝動 欲求
924,section10,press,～を押す ～を押し付ける ～に強く求める ～にアイロンをかける、 新聞 出版 押す事 アイロンがけをすること (the～)報道陣 報道機関
925,section10,pressing,差し迫った
926,section10,oblige,～に・・・をさせる ～に親切にする ～に恩恵を与える
927,section10,incline,～を傾ける ～を（・・・する）気にさせる、 （心、ものが）傾く 傾斜する
928,section10,compulsory,強制的な 義務的な 必修の
929,section10,compel,～に（・・・することを）強制する ～を強いる
930,section10,command,～に(・・・するよう）命令する ～を指揮する ～を支配する （景色など）を見渡す （同情、尊敬、指示など）を集める、 命令 支配 （言葉を）自由に操る力
931,section10,claim,～を要求する （～である）と主張する （事故などが人名）を奪う、 （当然の権利としての）要求 （主張する）権利 主張
932,section10,count,重要である
933,section10,gross,総計の；大きな；ひどい
934,section10,miniature,小模型、ミニチュア
935,section10,sheer,まったくの；透き通った、薄い；切り立った
936,section10,thermometer,温度計
937,section10,stem,茎、幹；語幹
938,section10,hydrogen,水素
939,section10,oxygen,酸素
940,section10,hygiene,衛生（学）
941,section10,molecule,分子；微量
942,section10,ozone,オゾン
943,section10,abundant,豊富な；豊かな
944,section10,badly,ひどく；とても；下手に；悪く
945,section10,fast,（時計が）進んでいる；速い；しっかり固定した
946,section10,empty,からの、人のいない、空いている、何もない
947,section10,height,高さ、身長；高地；絶頂；丘、高台
948,section10,range,範囲、幅；連なり
949,section10,nearly,ほとんど；すんでのところで
950,section10,accuse,～を訴える、～を非難する、～を責める
951,section10,duty,義務、任務；責任；税、関税
952,section10,contract,契約；契約書.
953,section10,conference,会議；協議；協議会
954,section10,editor,編集者
955,section10,fabric,織物 布地 構造 骨組み
956,section10,grain,穀物 穀粒 少量 微量 木目
957,section10,mineral,鉱物 ミネラル、 鉱物を含んだ 鉱物の
958,section10,profession,専門職 公言
959,section10,professor,教授
960,section10,project,企画 計画 事業 学習課題、 ～を計画する ～を映し出す ～を見積もる
961,section10,sow,（種）をまく
962,section10,trade,貿易 職業 商売、 貿易する 売買する、 ～を交換する ～を売買する
963,section10,seemingly,うわべは 見たところは
964,section10,utmost,最大の 最高の、 最大限
965,section10,cough,咳をする
966,section10,sneeze,くしゃみ
967,section10,digest,～を消化する
968,section10,dizzy,目まいがする、ふらふらする
969,section10,heredity,遺伝
970,section10,scar,傷跡、（けが等の）跡
971,section10,surgeon,外科医
972,section10,therapy,（薬や外科手術などを使わない）治療（法）
973,section10,bishop,主教；司教
974,section10,priest,司祭；聖職者
975,section10,maternal,母の；母らしい
976,section10,regular,定期的な、規則的な；一定の、いつもの；正規の
977,section10,annual,年一回の、毎年の
978,section10,ancient,古代の、昔の；昔からの；（物などが）とても古い
979,section10,antique,骨董品の、年代物の；古風な
980,section10,constant,絶え間のない；一定不変の
981,section10,decade,10年間
982,section10,immediate,即座の；すぐ隣の、近い；直接の
983,section10,lately,最近.
984,section10,recent,最近の；ごく新しい
985,section10,last,最後の；この前の；最も（～）しそうにない
986,section10,repeat,～を繰り返す；～を復唱する；～を口外する
987,section10,constitute,～を構成する ～を制定する ～の構成要素である
988,section10,decay,腐る 衰える、 腐敗 衰退
989,section10,embody,（思想など）を具体化する
990,section10,explode,爆発する ～を爆発させる
991,section10,frame,校正 骨組み 骨格 枠 額縁、 ～を組み立てる ～を枠にはめる
992,section10,pillar,柱 要所 中心的存在
993,section10,gigantic,巨大な 莫大な
994,section10,resolve,～を決心する ～を解決する ～を分析する、 決定する 決心する （・・・に）分解する
995,section10,sew,～を縫う
996,section10,stir,～をかき混ぜる ～をかき回す ～を奮起させる～を扇動させる
997,section10,extraordinary,並外れた 普通ではない
998,section10,mammal,哺乳動物；哺乳類
999,section10,nourish,～を養う、～を育てる
1000,section10,organ,（体の）器官；（政府などの）機関、組織；オルガン
1001,section11,organism,有機体；生物；組織体
1002,section11,disable,～の能力を奪う
1003,section11,heal,（傷など）を治す
1004,section11,slender,細長い、弱い、わずかな
1005,section11,weary,疲れた；あきあきした
1006,section11,ethnic,民族の、民族特有の
1007,section11,restructure,～を再構築［再構成］する；～を再検討する
1008,section11,ladder,はしご；出世への手段や道
1009,section11,tongue,言語、言葉；舌；話しぶり
1010,section11,throat,喉
1011,section11,sight,視界；光景；見ること
1012,section11,physical,身体の、肉体の；物質の、物理（学）の
1013,section11,hand,筆跡；援助の手、人手；手；（時計などの）針
1014,section11,female,女性の、雌の.
1015,section11,male,男性の；雄の
1016,section11,visible,目に見える
1017,section11,vision,視力、視覚；洞察力；先見性、将来を見通す能力；幻、未来図
1018,section11,blood,血；血統；血筋
1019,section11,head,向かう、進む
1020,section11,conventional,従来の；慣習的な；協定の
1021,section11,agent,代理人 代理店 行為者
1022,section11,sentence,～に判決を宣言する ～を刑に処す、 文 判決
1023,section11,somewhat,いくらか
1024,section11,flock,群れ、 群がる 集まる
1025,section11,department,部門 課 局 売場 （米国政府の）省 学科
1026,section11,pile,積み重ね 山 たくさん、 ～を積み重ねる ～を（・・・に）積む、 積みかさなる 殺到する
1027,section11,subtle,微妙な かすかな 巧妙な 難解な 複雑な」鋭敏な
1028,section11,steep,（坂などが）急な 険しい （値段が）法外
1029,section11,scale,規模 段階 等級 縮尺 うろこ はかり、 ～を登る ～を（はかり・天秤で）はかる
1030,section11,decent,まともな まあまあの 慎みのある かなりよい きちんとした
1031,section11,drain,～の排水をする、～をからにする；～を消耗させる
1032,section11,foster,～を育成する；（実子でない子供）を養育する；（希望など）を抱く
1033,section11,needle,針、とがったもの
1034,section11,manual,手動の、手の；（作業などが）人力を要する
1035,section11,monopoly,独占、専売（権）；独占企業、専売会社
1036,section11,organize,～を組織する；～体系づける；～を準備する；～を整える
1037,section11,commodity,産物、商品、日用品
1038,section11,blueprint,青写真［計画の具体的な進め方を説明するもの］、詳細な計画
1039,section11,exquisite,この上なく優れた、たいへんすばらしい
1040,section11,pathetic,哀れな；救いようのない
1041,section11,age,年齢；老齢；時代；長い間
1042,section11,infant,幼児、初心者
1043,section11,childhood,少年［少女］時代；子供時代.
1044,section11,youth,青春時代；若い人；若々しさ、未熟さ
1045,section11,adopt,（方法など）を採用する；～を養子にする
1046,section11,awake,～を眠りから覚ます
1047,section11,challenge,やりがい（のある仕事）；課題；挑戦
1048,section11,routine,決まり切った仕事、日課；いつもの手順
1049,section11,chance,機会；可能性；見込み；偶然；（～s）形勢
1050,section11,ceremony,儀式；式典；儀礼
1051,section11,live,生きている；（演奏などが）生の；元気な、活気のある
1052,section11,life,生物；生命；一生、人生；元気、活気；実物、本物
1053,section11,spectacle,壮観 見もの 惨状 (～s)眼鏡
1054,section11,athlete,運動選手 競技者 スポーツ選手
1055,section11,race,人種 民族 人類 レース 競争 急ぐこと、 競争する 大急ぎでやる
1056,section11,household,家族（全体） 世帯 家庭、 家庭の 家族の 家事の
1057,section11,career,経歴 （一生続ける）職業 生涯 成功 出世
1058,section11,offspring,子孫 成果 結果
1059,section11,well-being,幸福 健康 福利
1060,section11,funeral,葬式 葬儀
1061,section11,elderly,初老の、 年配の
1062,section11,perfume,香水；（快い）香り
1063,section11,scent,（快い）香り；手掛かり
1064,section11,stain,汚れ、しみ
1065,section11,vogue,流行、人気
1066,section11,fantasy,空想、幻想
1067,section11,fancy,空想、（根拠のない）考え；好み；思いつき
1068,section11,stimulate,～を刺激する；～を元気づける
1069,section11,tempt,～を誘惑する、～を（...する）気にさせる；（神など）を怒らす
1070,section11,illusion,錯覚、幻想、幻覚
1071,section11,autograph,（有名人などの）サイン
1072,section11,donation,寄付、寄贈
1073,section11,geography,地理学；地形、地理
1074,section11,continent,大陸；本土
1075,section11,distant,遠い、距離のある；（関係が）冷ややかな
1076,section11,globe,球体、世界、地球儀；（the～で）地球
1077,section11,landscape,（陸地の）景色、風景、眺め
1078,section11,summit,頂上、頂点；首脳会議、首脳
1079,section11,moral,道徳上の；道徳的な、倫理的な、教訓的な
1080,section11,promise,～を約束する；～の見込みがある
1081,section11,truth,真実、事実；真理；誠実
1082,section11,trust,～を信頼する、～を信用する；～に委託する
1083,section11,responsible,責任がある、信頼できる;（～の）原因である
1084,section11,border,境界（線） 国境 縁、 ～に接する ～に縁を付ける
1085,section11,boundary,境界 限界
1086,section11,colony,植民地 居留地 集落
1087,section11,frontier,辺境 国境 先端（地） 最前線
1088,section11,internal,内部の 国内の、 本質の (～s)内臓
1089,section11,marine,海の 海に住む 海事の 海軍の、 海兵隊 海兵隊
1090,section11,meadow,牧草地 草地
1091,section11,path,小道 歩道 方針 生き方 進路
1092,section11,peninsula,半島
1093,section11,vacuum,真空（状態） 空虚 電気掃除機、 ～に掃除機をかける
1094,section11,urban,都会の 都市の
1095,section11,expedition,探検、遠征（ 隊）；迅速さ
1096,section11,pavement,舗装；舗装道路
1097,section11,avenue,大通り；（～に至る）道、手段、方法
1098,section11,metropolis,首都；大都市
1099,section11,orient,～の方向を見定める；～向けである；（～に）適応する
1100,section11,domain,領土、領域
1101,section12,province,（カナダ・豪州などの）州；（the～s）地方、田舎
1102,section12,Antarctic,(the～）南極地方
1103,section12,delinquency,非行
1104,section12,exploit,（資源など）を開発する；～を搾取する、～を利用する
1105,section12,exact,正確な、厳格な
1106,section12,genuine,本物の；心からの；純粋な
1107,section12,novel,目新しい；奇抜な
1108,section12,ordinary,普通の、正規の；ありふれた、平凡な
1109,section12,significant,重大な；意味のある
1110,section12,right,ふさわしい、正当な；正しい；右の
1111,section12,pure,純粋な；澄んだ；汚れのない
1112,section12,peculiar,独特の、特有の；変な、妙な
1113,section12,standard,基準、標準、水準
1114,section12,vital,極めて重要な；不可欠な；生命に関する；活気のある
1115,section12,worth,～の価値がある；～の財産を所有して
1116,section12,linguistic,言語学（上）の 言葉の
1117,section12,illustrate,～を例証する ～に挿絵を入れる ～を（図表などを使って）説明する
1118,section12,illiterate,読み書きができない 無学の 教養のない
1119,section12,version,～版 型 翻訳 説明 報告 表現 解釈
1120,section12,revise,～を改定する ～を変更する
1121,section12,theory,理論 学説
1122,section12,theme,主題 テーマ 作文（の題） 主題歌
1123,section12,sculpture,彫刻 彫刻作品、 ～を彫刻する、 彫刻する
1124,section12,portrait,肖像画 描写
1125,section12,masterpiece,傑作 代表作 名人芸
1126,section12,monument,記念碑 遺跡 不滅の業績
1127,section12,usage,使い方；語法；慣習
1128,section12,document,文書（類）、書類、記録
1129,section12,encyclopedia,百科事典
1130,section12,enlighten,～を啓発する、～を啓蒙する；～を教える、～に知らせる
1131,section12,plot,陰謀；（小説・劇などの）筋；小区画地
1132,section12,statue,（彫）像
1133,section12,geometry,幾何学
1134,section12,legend,伝説、言い伝え；（絵などの）題、説明文；（地図、図表の）凡例
1135,section12,renaissance,復興、復活；（the R ～）ルネッサンス、文芸復興
1136,section12,prose,散文（体）
1137,section12,found,～を設立する、～を（...の基礎の上に）作る
1138,section12,disappear,消える、見えなくなる
1139,section12,construct,～を組み立てる；～を建設する；（文・理論など）を構成する
1140,section12,erect,（建物など）を建てる
1141,section12,protect,～を保護する；～を守る
1142,section12,recover,（失っていたもの）を取り戻す；～を回復する
1143,section12,tear,～を引き裂く.
1144,section12,ruin,～を破滅させる；～を台無しにする；～を崩壊させる
1145,section12,mend,～を修理する、～を修繕する；（行儀など）を改める
1146,section12,steady,しっかりした、固定した；変わらない；落ち着いた
1147,section12,shape,形、姿；調子、状態
1148,section12,structure,建物；構造、構成、組織、体系
1149,section12,biography,伝記 電気文字
1150,section12,fable,たとえ話 つくりばなし
1151,section12,heritage,遺産
1152,section12,canal,運河 水路
1153,section12,barn,納屋 物置
